HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID
HGNC:924	B4GALT1	2683	ENSG00000086062
HGNC:49910	B4GALT1-AS1	101929639	ENSG00000233554
HGNC:925	B4GALT2	8704	ENSG00000117411
HGNC:926	B4GALT3	8703	ENSG00000158850
HGNC:927	B4GALT4	8702	ENSG00000121578
HGNC:40090	B4GALT4-AS1	100874201	ENSG00000240254
HGNC:928	B4GALT5	9334	ENSG00000158470
HGNC:929	B4GALT6	9331	ENSG00000118276
HGNC:930	B4GALT7	11285	ENSG00000027847
HGNC:15685	B4GAT1	11041	ENSG00000174684
HGNC:24123	B9D1	27077	ENSG00000108641
HGNC:28636	B9D2	80776	ENSG00000123810
HGNC:931	BA2R		
HGNC:14333	BAALC	79870	ENSG00000164929
HGNC:50461	BAALC-AS1	100499183	ENSG00000247081
HGNC:28595	BAALC-AS2	157556	ENSG00000236939
HGNC:932	BAAT	570	ENSG00000136881
HGNC:25008	BABAM1	29086	ENSG00000105393
HGNC:1106	BABAM2	9577	ENSG00000158019
HGNC:44171	BABAM2-AS1	100302650	
HGNC:933	BACE1	23621	ENSG00000186318
HGNC:37125	BACE1-AS	100379571	ENSG00000278768
HGNC:934	BACE2	25825	ENSG00000182240
HGNC:16024	BACE2-IT1	282569	ENSG00000224388
HGNC:935	BACH1	571	ENSG00000156273
HGNC:40008	BACH1-AS1		ENSG00000232118
HGNC:40006	BACH1-IT1		ENSG00000248476
HGNC:40007	BACH1-IT2		ENSG00000228817
HGNC:16455	BACH1-IT3	54147	ENSG00000234293
HGNC:14078	BACH2	60468	ENSG00000112182
HGNC:936	BAD	572	ENSG00000002330
HGNC:937	BAG1	573	ENSG00000107262
HGNC:54932	BAG1P1	392442	ENSG00000232370
HGNC:938	BAG2	9532	ENSG00000112208
HGNC:939	BAG3	9531	ENSG00000151929
HGNC:940	BAG4	9530	ENSG00000156735
HGNC:941	BAG5	9529	ENSG00000166170
HGNC:13919	BAG6	7917	ENSG00000204463
HGNC:942	BAGE	574	
HGNC:15723	BAGE2	85319	ENSG00000187172
HGNC:15728	BAGE3	85318	
HGNC:15730	BAGE4	85317	
HGNC:15732	BAGE5	85316	
HGNC:29279	BAHCC1	57597	ENSG00000266074
HGNC:29153	BAHD1	22893	ENSG00000140320
HGNC:947	BAIAP2	10458	ENSG00000175866
HGNC:44342	BAIAP2-DT	440465	ENSG00000226137
HGNC:21649	BAIAP2L1	55971	ENSG00000006453
HGNC:26203	BAIAP2L2	80115	ENSG00000128298
HGNC:948	BAIAP3	8938	ENSG00000007516
HGNC:949	BAK1	578	ENSG00000030110
HGNC:996	BAK1P1	600	ENSG00000175730
HGNC:997	BAK1P2	601	ENSG00000236616
HGNC:30251	BAMBI	25805	ENSG00000095739
HGNC:43877	BANCR	100885775	ENSG00000278910
HGNC:17397	BANF1	8815	ENSG00000175334
HGNC:20252	BANF1P1	317687	ENSG00000258531
HGNC:23426	BANF1P2		ENSG00000230306
HGNC:43883	BANF1P3	100505506	ENSG00000237758
HGNC:43884	BANF1P4		ENSG00000223828
HGNC:43885	BANF1P5	101290503	ENSG00000225935
HGNC:16172	BANF2	140836	ENSG00000125888
HGNC:18233	BANK1	55024	ENSG00000153064
HGNC:13450	BANP	54971	ENSG00000172530
HGNC:950	BAP1	8314	ENSG00000163930
HGNC:952	BARD1	580	ENSG00000138376
HGNC:953	BARHL1	56751	ENSG00000125492
HGNC:954	BARHL2	343472	ENSG00000143032
HGNC:955	BARX1	56033	ENSG00000131668
HGNC:50673	BARX1-DT	101928040	ENSG00000235601
HGNC:956	BARX2	8538	ENSG00000043039
HGNC:957	BASP1	10409	ENSG00000176788
HGNC:26609	BASP1-AS1	285696	ENSG00000215196
HGNC:39418	BASP1P1	646201	ENSG00000230535
HGNC:958	BATF	10538	ENSG00000156127
HGNC:25163	BATF2	116071	ENSG00000168062
HGNC:28915	BATF3	55509	ENSG00000123685
HGNC:959	BAX	581	ENSG00000087088
HGNC:960	BAZ1A	11177	ENSG00000198604
HGNC:961	BAZ1B	9031	ENSG00000009954
HGNC:962	BAZ2A	11176	ENSG00000076108
HGNC:963	BAZ2B	29994	ENSG00000123636
HGNC:17868	BBC3	27113	ENSG00000105327
HGNC:28093	BBIP1	92482	ENSG00000214413
HGNC:52781	BBIP1P1	105373509	ENSG00000271532
HGNC:17823	BBLN	79095	ENSG00000171159
HGNC:19855	BBOF1	80127	ENSG00000119636
HGNC:964	BBOX1	8424	ENSG00000129151
HGNC:50700	BBOX1-AS1	103695435	ENSG00000254560
HGNC:965	BBS		
HGNC:966	BBS1	582	ENSG00000174483
HGNC:967	BBS2	583	ENSG00000125124
HGNC:968	BBS3		
HGNC:969	BBS4	585	ENSG00000140463
HGNC:970	BBS5	129880	ENSG00000163093
HGNC:13220	BBS6		
HGNC:18758	BBS7	55212	ENSG00000138686
HGNC:55360	BBS7-DT		ENSG00000261501
HGNC:30000	BBS9	27241	ENSG00000122507
HGNC:26291	BBS10	79738	ENSG00000179941
HGNC:26648	BBS12	166379	ENSG00000181004
HGNC:14422	BBX	56987	ENSG00000114439
HGNC:6722	BCAM	4059	ENSG00000187244
HGNC:23059	BCAN	63827	ENSG00000132692
HGNC:55233	BCAN-AS1	105371453	ENSG00000272068
HGNC:24131	BCAP29	55973	ENSG00000075790
HGNC:16695	BCAP31	10134	ENSG00000185825
HGNC:51323	BCAP31P1	100194425	ENSG00000261217
HGNC:51324	BCAP31P2	100194426	ENSG00000260047
HGNC:971	BCAR1	9564	ENSG00000050820
HGNC:51325	BCAR1P1	100533717	ENSG00000258397
HGNC:51326	BCAR1P2	100533718	ENSG00000258771
HGNC:972	BCAR2		
HGNC:973	BCAR3	8412	ENSG00000137936
HGNC:40093	BCAR3-AS1	100129046	ENSG00000224093
HGNC:22170	BCAR4	400500	ENSG00000262117
HGNC:974	BCAS1	8537	ENSG00000064787
HGNC:975	BCAS2	10286	ENSG00000116752
HGNC:39594	BCAS2P1	100127960	ENSG00000255051
HGNC:39595	BCAS2P2	100421045	ENSG00000234332
HGNC:39596	BCAS2P3	100128339	ENSG00000226670
HGNC:14347	BCAS3	54828	ENSG00000141376
HGNC:14367	BCAS4	55653	ENSG00000124243
HGNC:976	BCAT1	586	ENSG00000060982
HGNC:977	BCAT2	587	ENSG00000105552
HGNC:978	BCCIP	56647	ENSG00000107949
HGNC:979	BCD1		
HGNC:27050	BCDIN3D	144233	ENSG00000186666
HGNC:44113	BCDIN3D-AS1	100286844	ENSG00000258057
HGNC:980	BCEI		
HGNC:981	BCGF1		
HGNC:982	BCH		
HGNC:983	BCHE	590	ENSG00000114200
HGNC:984	BCHEL1		
HGNC:985	BCHEL3		
HGNC:986	BCKDHA	593	ENSG00000248098
HGNC:987	BCKDHB	594	ENSG00000083123
HGNC:16902	BCKDK	10295	ENSG00000103507
HGNC:988	BCL1		
HGNC:990	BCL2	596	ENSG00000171791
HGNC:991	BCL2A1	597	ENSG00000140379
HGNC:992	BCL2L1	598	ENSG00000171552
HGNC:40095	BCL2L1-AS1	105372589	ENSG00000236559
HGNC:995	BCL2L2	599	ENSG00000129473
HGNC:42959	BCL2L2-PABPN1	100529063	ENSG00000258643
HGNC:993	BCL2L10	10017	ENSG00000137875
HGNC:994	BCL2L11	10018	ENSG00000153094
HGNC:13787	BCL2L12	83596	ENSG00000126453
HGNC:51327	BCL2L12P1	100289095	ENSG00000248530
HGNC:17164	BCL2L13	23786	ENSG00000099968
HGNC:16657	BCL2L14	79370	ENSG00000121380
HGNC:33624	BCL2L15	440603	ENSG00000188761
HGNC:998	BCL3	602	ENSG00000069399
HGNC:999	BCL4		
HGNC:1000	BCL5		
HGNC:1001	BCL6	604	ENSG00000113916
HGNC:51843	BCL6-AS1	106146153	
HGNC:1002	BCL6B	255877	ENSG00000161940
HGNC:1003	BCL7		
HGNC:1004	BCL7A	605	ENSG00000110987
HGNC:1005	BCL7B	9275	ENSG00000106635
HGNC:1006	BCL7C	9274	ENSG00000099385
HGNC:1008	BCL9	607	ENSG00000116128
HGNC:23688	BCL9L	283149	ENSG00000186174
HGNC:51328	BCL9P1		ENSG00000249238
HGNC:989	BCL10	8915	ENSG00000142867
HGNC:13221	BCL11A	53335	ENSG00000119866
HGNC:13222	BCL11B	64919	ENSG00000127152
HGNC:16863	BCLAF1	9774	ENSG00000029363
HGNC:51329	BCLAF1P1	728366	ENSG00000248966
HGNC:51807	BCLAF1P2	731605	ENSG00000279800
HGNC:27413	BCLAF3	256643	ENSG00000173681
HGNC:1009	BCMA		
HGNC:13223	BCMS		
HGNC:13224	BCMSUN		
HGNC:1010	BCNG1		
HGNC:1011	BCNG2		
HGNC:13815	BCO1	53630	ENSG00000135697
HGNC:18503	BCO2	83875	ENSG00000197580
HGNC:20893	BCOR	54880	ENSG00000183337
HGNC:25657	BCORL1	63035	ENSG00000085185
HGNC:23953	BCORP1	286554	ENSG00000215580
HGNC:14426	BCP		
HGNC:1013	BCPM		
HGNC:1014	BCR	613	ENSG00000186716
HGNC:1019	BCRL6		
HGNC:39073	BCRP1	644079	ENSG00000225098
HGNC:1015	BCRP2	400892	ENSG00000169668
HGNC:1016	BCRP3	644165	ENSG00000215481
HGNC:1017	BCRP4	616	ENSG00000215456
HGNC:1018	BCRP5	648980	ENSG00000235062
HGNC:39074	BCRP6	728468	ENSG00000169662
HGNC:39075	BCRP7	100133163	ENSG00000215544
HGNC:39076	BCRP8	100133044	ENSG00000236794
HGNC:49113	BCRP9		ENSG00000271287
HGNC:1020	BCS1L	617	ENSG00000074582
HGNC:1021	BCUR1		
HGNC:1022	BCYRN1	618	ENSG00000236824
HGNC:1023	BCYRN1P1	619	
HGNC:1024	BCYRN1P2	620	
HGNC:39833	BCYRN1P3	654337	
HGNC:1025	BDB		
HGNC:1026	BDB1		
HGNC:1027	BDH1	622	ENSG00000161267
HGNC:32389	BDH2	56898	ENSG00000164039
HGNC:21476	BDH2P1	389416	ENSG00000232699
HGNC:1028	BDK		
HGNC:1029	BDKRB1	623	ENSG00000100739
HGNC:1030	BDKRB2	624	ENSG00000168398
HGNC:1031	BDM		
HGNC:1032	BDMR		
HGNC:1033	BDNF	627	ENSG00000176697
HGNC:20608	BDNF-AS	497258	ENSG00000245573
HGNC:13652	BDP1	55814	ENSG00000145734
HGNC:31044	BDP1P	724038	ENSG00000264736
HGNC:24160	BEAN1	146227	ENSG00000166546
HGNC:51114	BEAN1-AS1	101927726	ENSG00000261656
HGNC:1034	BECN1	8678	ENSG00000126581
HGNC:51330	BECN1P2	100420149	ENSG00000219669
HGNC:38606	BECN2	441925	ENSG00000196289
HGNC:24163	BEGAIN	57596	ENSG00000183092
HGNC:28509	BEND2	139105	ENSG00000177324
HGNC:23040	BEND3	57673	ENSG00000178409
HGNC:45014	BEND3P1	644459	ENSG00000231345
HGNC:45015	BEND3P2	392368	ENSG00000224809
HGNC:45016	BEND3P3	650623	ENSG00000278616
HGNC:23815	BEND4	389206	ENSG00000188848
HGNC:25668	BEND5	79656	ENSG00000162373
HGNC:20871	BEND6	221336	ENSG00000151917
HGNC:23514	BEND7	222389	ENSG00000165626
HGNC:51362	BEND7P1	100419793	ENSG00000230320
HGNC:12703	BEST1	7439	ENSG00000167995
HGNC:17107	BEST2	54831	ENSG00000039987
HGNC:17105	BEST3	144453	ENSG00000127325
HGNC:17106	BEST4	266675	ENSG00000142959
HGNC:14562	BET1	10282	ENSG00000105829
HGNC:40690	BET1-AS1	105375403	ENSG00000236861
HGNC:19348	BET1L	51272	ENSG00000177951
HGNC:51363	BET1P1	100128542	ENSG00000241134
HGNC:1035	BEVI		
HGNC:1036	BEX1	55859	ENSG00000133169
HGNC:30933	BEX2	84707	ENSG00000133134
HGNC:13388	BEX3	27018	ENSG00000166681
HGNC:25475	BEX4	56271	ENSG00000102409
HGNC:27990	BEX5	340542	ENSG00000184515
HGNC:17613	BFAR	51283	ENSG00000103429
HGNC:1038	BFD		
HGNC:1039	BFLS		
HGNC:1040	BFSP1	631	ENSG00000125864
HGNC:1041	BFSP2	8419	ENSG00000170819
HGNC:28425	BFSP2-AS1	85003	ENSG00000249993
HGNC:1042	BFT		
HGNC:1043	BGLAP	632	ENSG00000242252
HGNC:49033	BGLT3	103344929	ENSG00000260629
HGNC:1044	BGN	633	ENSG00000182492
HGNC:1045	BGP		
HGNC:35126	BHLHA9	727857	ENSG00000205899
HGNC:22265	BHLHA15	168620	ENSG00000180535
HGNC:13226	BHLHB1		
HGNC:29353	BHLHB9	80823	ENSG00000198908
HGNC:51373	BHLHB9P1	100431177	ENSG00000258915
HGNC:11963	BHLHE22	27319	ENSG00000180828
HGNC:16093	BHLHE23	128408	ENSG00000125533
HGNC:1046	BHLHE40	8553	ENSG00000134107
HGNC:44471	BHLHE40-AS1	100507582	ENSG00000235831
HGNC:16617	BHLHE41	79365	ENSG00000123095
HGNC:1047	BHMT	635	ENSG00000145692
HGNC:1048	BHMT2	23743	ENSG00000132840
HGNC:19351	BICC1	80114	ENSG00000122870
HGNC:1049	BICD1	636	ENSG00000151746
HGNC:51374	BICD1P1	391472	ENSG00000224346
HGNC:17208	BICD2	23299	ENSG00000185963
HGNC:28095	BICDL1	92558	ENSG00000135127
HGNC:33584	BICDL2	146439	ENSG00000162069
HGNC:4332	BICRA	29998	ENSG00000063169
HGNC:51588	BICRA-AS1		ENSG00000269806
HGNC:21111	BICRAL	23506	ENSG00000112624
HGNC:1050	BID	637	ENSG00000015475
HGNC:1051	BIK	638	ENSG00000100290
HGNC:1052	BIN1	274	ENSG00000136717
HGNC:1053	BIN2	51411	ENSG00000110934
HGNC:43660	BIN2P1	345258	ENSG00000234568
HGNC:43661	BIN2P2	644601	ENSG00000248684
HGNC:1054	BIN3	55909	ENSG00000147439
HGNC:25868	BIN3-IT1	80094	
HGNC:590	BIRC2	329	ENSG00000110330
HGNC:591	BIRC3	330	ENSG00000023445
HGNC:593	BIRC5	332	ENSG00000089685
HGNC:13516	BIRC6	57448	ENSG00000115760
HGNC:40641	BIRC6-AS1		ENSG00000230046
HGNC:50490	BIRC6-AS2	103752586	ENSG00000279897
HGNC:13702	BIRC7	79444	ENSG00000101197
HGNC:14878	BIRC8	112401	ENSG00000163098
HGNC:51290	BISPR	105221694	ENSG00000282851
HGNC:16034	BIVM	54841	ENSG00000134897
HGNC:43690	BIVM-ERCC5	100533467	ENSG00000270181
HGNC:48597	BLACAT1	101669762	ENSG00000281406
HGNC:20484	BLACE	338436	ENSG00000204960
HGNC:1055	BLCAP	10904	ENSG00000166619
HGNC:33495	BLID	414899	ENSG00000259571
HGNC:1056	BLIMP1		
HGNC:1057	BLK	640	ENSG00000136573
HGNC:1058	BLM	641	ENSG00000197299
HGNC:1059	BLMH	642	ENSG00000108578
HGNC:14211	BLNK	29760	ENSG00000095585
HGNC:4200	BLOC1S1	2647	ENSG00000135441
HGNC:20984	BLOC1S2	282991	ENSG00000196072
HGNC:51427	BLOC1S2P1	100131924	ENSG00000236982
HGNC:20914	BLOC1S3	388552	ENSG00000189114
HGNC:24206	BLOC1S4	55330	ENSG00000186222
HGNC:18561	BLOC1S5	63915	ENSG00000188428
HGNC:42001	BLOC1S5-TXNDC5	100526836	ENSG00000259040
HGNC:8549	BLOC1S6	26258	ENSG00000104164
HGNC:54899	BLOC1S6P1	100130035	ENSG00000196564
HGNC:1061	BLVR		
HGNC:1062	BLVRA	644	ENSG00000106605
HGNC:1063	BLVRB	645	ENSG00000090013
HGNC:1064	BLYM		
HGNC:1065	BLZF1	8548	ENSG00000117475
HGNC:20049	BLZF2P	317729	ENSG00000258565
HGNC:19213	BMERB1	89927	ENSG00000166780
HGNC:24132	BMF	90427	ENSG00000104081
HGNC:53612	BMF-AS1		ENSG00000259409
HGNC:1066	BMI1	648	ENSG00000168283
HGNC:51428	BMI1P1	100127902	ENSG00000234201
HGNC:23827	BMIQ1		
HGNC:23828	BMIQ2		
HGNC:23829	BMIQ3		
HGNC:23830	BMIQ4		
HGNC:31117	BMIQ5		
HGNC:22120	BMIQ6		
HGNC:54188	BMNCR	107985249	
HGNC:1067	BMP1	649	ENSG00000168487
HGNC:1069	BMP2	650	ENSG00000125845
HGNC:18041	BMP2K	55589	ENSG00000138756
HGNC:17080	BMP2KL	347359	ENSG00000204113
HGNC:1070	BMP3	651	ENSG00000152785
HGNC:1071	BMP4	652	ENSG00000125378
HGNC:1072	BMP5	653	ENSG00000112175
HGNC:1073	BMP6	654	ENSG00000153162
HGNC:19329	BMP6P1	266700	ENSG00000236323
HGNC:1074	BMP7	655	ENSG00000101144
HGNC:40096	BMP7-AS1	102723590	ENSG00000235032
HGNC:21650	BMP8A	353500	ENSG00000183682
HGNC:1075	BMP8B	656	ENSG00000116985
HGNC:54364	BMP8B-AS1	105378666	ENSG00000285905
HGNC:20869	BMP10	27302	ENSG00000163217
HGNC:1068	BMP15	9210	ENSG00000130385
HGNC:24154	BMPER	168667	ENSG00000164619
HGNC:1076	BMPR1A	657	ENSG00000107779
HGNC:21742	BMPR1AP1	100421515	ENSG00000219642
HGNC:21743	BMPR1AP2	100533800	ENSG00000232460
HGNC:1077	BMPR1B	658	ENSG00000138696
HGNC:50864	BMPR1B-DT	100507012	ENSG00000249599
HGNC:1078	BMPR2	659	ENSG00000204217
HGNC:23505	BMS1	9790	ENSG00000165733
HGNC:23649	BMS1P1	399761	ENSG00000204177
HGNC:23650	BMS1P2	642826	ENSG00000251079
HGNC:23651	BMS1P3	414217	ENSG00000240089
HGNC:23652	BMS1P4	729096	ENSG00000242338
HGNC:23653	BMS1P5		
HGNC:23654	BMS1P6		
HGNC:23655	BMS1P7	100133265	ENSG00000270025
HGNC:49152	BMS1P8	653557	ENSG00000260518
HGNC:49155	BMS1P9	653458	ENSG00000198312
HGNC:49154	BMS1P10	728611	ENSG00000237238
HGNC:49156	BMS1P11	644632	ENSG00000225883
HGNC:49157	BMS1P12	644684	ENSG00000224599
HGNC:49158	BMS1P13	644716	ENSG00000231701
HGNC:49159	BMS1P14	101929959	ENSG00000276500
HGNC:49160	BMS1P15	642311	ENSG00000258780
HGNC:49161	BMS1P16	727914	ENSG00000258684
HGNC:49162	BMS1P17	101101776	ENSG00000228294
HGNC:19436	BMS1P18	414763	
HGNC:49163	BMS1P19	100131577	ENSG00000231099
HGNC:49153	BMS1P20	96610	ENSG00000236850
HGNC:51604	BMS1P21	100288974	ENSG00000283101
HGNC:51603	BMS1P22	106480334	ENSG00000232775
HGNC:55088	BMS1P23	728034	ENSG00000286156
HGNC:26475	BMT2	154743	ENSG00000164603
HGNC:1079	BMX	660	ENSG00000102010
HGNC:1081	BNC1	646	ENSG00000169594
HGNC:30988	BNC2	54796	ENSG00000173068
HGNC:53727	BNC2-AS1		ENSG00000234779
HGNC:1082	BNIP1	662	ENSG00000113734
HGNC:1083	BNIP2	663	ENSG00000140299
HGNC:1084	BNIP3	664	ENSG00000176171
HGNC:1085	BNIP3L	665	ENSG00000104765
HGNC:19922	BNIP3P1	319138	ENSG00000197358
HGNC:39655	BNIP3P2	100421754	ENSG00000236097
HGNC:39656	BNIP3P3	100421736	ENSG00000265631
HGNC:39657	BNIP3P4	100289028	ENSG00000271225
HGNC:39658	BNIP3P5	100421724	ENSG00000260571
HGNC:39659	BNIP3P6	100129777	ENSG00000257356
HGNC:49101	BNIP3P7	101927265	ENSG00000270496
HGNC:49675	BNIP3P8	100421710	ENSG00000269431
HGNC:49689	BNIP3P9		ENSG00000270325
HGNC:49690	BNIP3P10	100421695	ENSG00000270270
HGNC:49724	BNIP3P11	106480286	ENSG00000271550
HGNC:49692	BNIP3P12	100421703	
HGNC:49693	BNIP3P13	101060192	ENSG00000269154
HGNC:49694	BNIP3P14	100421696	
HGNC:49695	BNIP3P15		ENSG00000270716
HGNC:49696	BNIP3P16		ENSG00000267641
HGNC:49697	BNIP3P17	100421704	ENSG00000271524
HGNC:49698	BNIP3P18		ENSG00000269055
HGNC:49699	BNIP3P19		ENSG00000271638
HGNC:49700	BNIP3P20	100421705	ENSG00000271704
HGNC:49701	BNIP3P21	100131306	
HGNC:49702	BNIP3P22	100421706	ENSG00000268174
HGNC:49703	BNIP3P23	100421697	ENSG00000268335
HGNC:49704	BNIP3P24	100421698	ENSG00000269040
HGNC:49705	BNIP3P25	100421707	ENSG00000268322
HGNC:49706	BNIP3P26	100421699	ENSG00000268705
HGNC:49707	BNIP3P27	100421708	ENSG00000268438
HGNC:49708	BNIP3P28		ENSG00000271095
HGNC:49709	BNIP3P29	100421700	ENSG00000269742
HGNC:49710	BNIP3P30		ENSG00000268079
HGNC:49711	BNIP3P31		ENSG00000270191
HGNC:49712	BNIP3P32		ENSG00000268830
HGNC:49713	BNIP3P33		ENSG00000268717
HGNC:49714	BNIP3P34	100128849	ENSG00000269509
HGNC:49715	BNIP3P35		ENSG00000271655
HGNC:49716	BNIP3P36		ENSG00000271661
HGNC:49717	BNIP3P37	106480285	ENSG00000270479
HGNC:49718	BNIP3P38	100421709	ENSG00000268469
HGNC:49719	BNIP3P39	100421701	ENSG00000269662
HGNC:49720	BNIP3P40	100421702	ENSG00000268058
HGNC:49721	BNIP3P41	101059988	ENSG00000248302
HGNC:49722	BNIP3P42		ENSG00000223974
HGNC:33769	BNIP5	389384	ENSG00000189325
HGNC:16976	BNIPL	149428	ENSG00000163141
HGNC:1086	BNSP		
HGNC:17173	BOC	91653	ENSG00000144857
HGNC:25114	BOD1	91272	ENSG00000145919
HGNC:31792	BOD1L1	259282	ENSG00000038219
HGNC:28505	BOD1L2	284257	ENSG00000228075
HGNC:51435	BOD1P1	100129468	ENSG00000263460
HGNC:51436	BOD1P2	100129355	ENSG00000215368
HGNC:1087	BOK	666	ENSG00000176720
HGNC:35125	BOK-AS1	100379249	ENSG00000234235
HGNC:24263	BOLA1	51027	ENSG00000178096
HGNC:29488	BOLA2	552900	ENSG00000183336
HGNC:53563	BOLA2-SMG1P6	107282092	ENSG00000261740
HGNC:32479	BOLA2B	654483	ENSG00000169627
HGNC:51437	BOLA2P1	100652796	ENSG00000266575
HGNC:51438	BOLA2P2		ENSG00000271161
HGNC:51439	BOLA2P3		ENSG00000220771
HGNC:24415	BOLA3	388962	ENSG00000163170
HGNC:42922	BOLA3-AS1	100507171	ENSG00000225439
HGNC:51440	BOLA3P1	100288111	ENSG00000255469
HGNC:51441	BOLA3P2		ENSG00000267332
HGNC:51442	BOLA3P3	644754	ENSG00000213630
HGNC:51443	BOLA3P4		ENSG00000223807
HGNC:14273	BOLL	66037	ENSG00000152430
HGNC:15519	BOP1	23246	ENSG00000261236
HGNC:1088	BOR		
HGNC:24724	BORA	79866	ENSG00000136122
HGNC:17950	BORCS5	118426	ENSG00000165714
HGNC:25939	BORCS6	54785	ENSG00000196544
HGNC:23516	BORCS7	119032	ENSG00000166275
HGNC:49183	BORCS7-ASMT	100528007	ENSG00000270316
HGNC:37247	BORCS8	729991	ENSG00000254901
HGNC:39979	BORCS8-MEF2B	4207	ENSG00000064489
HGNC:1089	BORJ		
HGNC:1091	BPAG2		
HGNC:14081	BPES		
HGNC:15457	BPES3		
HGNC:13228	BPESC1	60467	ENSG00000232416
HGNC:1093	BPGM	669	ENSG00000172331
HGNC:1094	BPHL	670	ENSG00000137274
HGNC:1095	BPI	671	ENSG00000101425
HGNC:15749	BPIFA1	51297	ENSG00000198183
HGNC:16203	BPIFA2	140683	ENSG00000131050
HGNC:16204	BPIFA3	128861	ENSG00000131059
HGNC:20469	BPIFA4P	317716	ENSG00000183566
HGNC:16108	BPIFB1	92747	ENSG00000125999
HGNC:16177	BPIFB2	80341	ENSG00000078898
HGNC:16178	BPIFB3	359710	ENSG00000186190
HGNC:16179	BPIFB4	149954	ENSG00000186191
HGNC:42177	BPIFB5P	100505383	ENSG00000233146
HGNC:16504	BPIFB6	128859	ENSG00000167104
HGNC:16109	BPIFB9P	402016	ENSG00000125997
HGNC:16503	BPIFC	254240	ENSG00000184459
HGNC:1096	BPNT1	10380	ENSG00000162813
HGNC:26019	BPNT2	54928	ENSG00000104331
HGNC:54752	BPNT2P1	100421537	ENSG00000270936
HGNC:3581	BPTF	2186	ENSG00000171634
HGNC:52869	BPTFP1	109286551	ENSG00000263647
HGNC:13508	BPY2	9083	ENSG00000183753
HGNC:25449	BPY2B	442867	ENSG00000183795
HGNC:18225	BPY2C	442868	ENSG00000185894
HGNC:38794	BPY2DP		ENSG00000229745
HGNC:1097	BRAF	673	ENSG00000157764
HGNC:18615	BRAFP1	286494	ENSG00000224775
HGNC:1098	BRAFPS1		
HGNC:1099	BRAP	8315	ENSG00000089234
HGNC:21701	BRAT1	221927	ENSG00000106009
HGNC:1100	BRCA1	672	ENSG00000012048
HGNC:28470	BRCA1P1	394269	ENSG00000267595
HGNC:1101	BRCA2	675	ENSG00000139618
HGNC:18617	BRCA3		
HGNC:24185	BRCC3	79184	ENSG00000185515
HGNC:51444	BRCC3P1	100421311	ENSG00000251667
HGNC:25362	BRCTD1		
HGNC:1102	BRD1	23774	ENSG00000100425
HGNC:1103	BRD2	6046	ENSG00000204256
HGNC:41311	BRD2-IT1		
HGNC:1104	BRD3	8019	ENSG00000169925
HGNC:24742	BRD3OS	266655	ENSG00000235106
HGNC:13575	BRD4	23476	ENSG00000141867
HGNC:14310	BRD7	29117	ENSG00000166164
HGNC:19923	BRD7P1	100288948	ENSG00000259043
HGNC:33541	BRD7P2	647076	ENSG00000184100
HGNC:24171	BRD7P3	23629	ENSG00000169075
HGNC:37630	BRD7P4	100287229	ENSG00000218676
HGNC:37631	BRD7P5	100129259	ENSG00000235768
HGNC:37632	BRD7P6	100128042	ENSG00000235289
HGNC:19874	BRD8	10902	ENSG00000112983
HGNC:25818	BRD9	65980	ENSG00000028310
HGNC:51445	BRD9P1		ENSG00000254736
HGNC:51446	BRD9P2		ENSG00000249908
HGNC:1105	BRDT	676	ENSG00000137948
HGNC:51447	BRDTP1	643486	ENSG00000271209
HGNC:11551	BRF1	2972	ENSG00000185024
HGNC:17298	BRF2	55290	ENSG00000104221
HGNC:1109	BRI3	25798	ENSG00000164713
HGNC:14251	BRI3BP	140707	ENSG00000184992
HGNC:51482	BRI3BPP1	100129976	ENSG00000269136
HGNC:33533	BRI3P1	730010	ENSG00000225169
HGNC:32543	BRI3P2	441630	ENSG00000213736
HGNC:32544	BRI3P3	100101554	ENSG00000230273
HGNC:1110	BRIC		
HGNC:28309	BRICD5	283870	ENSG00000182685
HGNC:2687	BRINP1	1620	ENSG00000078725
HGNC:13746	BRINP2	57795	ENSG00000198797
HGNC:22393	BRINP3	339479	ENSG00000162670
HGNC:20473	BRIP1	83990	ENSG00000136492
HGNC:24170	BRIX1	55299	ENSG00000113460
HGNC:51527	BRIX1P1	100422268	ENSG00000254025
HGNC:23057	BRK1	55845	ENSG00000254999
HGNC:42020	BRK1P1	100288031	ENSG00000219870
HGNC:42021	BRK1P2	100874492	ENSG00000227983
HGNC:28153	BRME1	79173	ENSG00000132016
HGNC:17262	BRMS1	25855	ENSG00000174744
HGNC:20512	BRMS1L	84312	ENSG00000100916
HGNC:1111	BRN3B		
HGNC:26512	BROX	148362	ENSG00000162819
HGNC:14255	BRPF1	7862	ENSG00000156983
HGNC:14256	BRPF3	27154	ENSG00000096070
HGNC:1113	BRS3	680	ENSG00000102239
HGNC:18994	BRSK1	84446	ENSG00000160469
HGNC:11405	BRSK2	9024	ENSG00000174672
HGNC:12760	BRWD1	54014	ENSG00000185658
HGNC:40614	BRWD1-AS1		ENSG00000238141
HGNC:16423	BRWD1-AS2	103091865	ENSG00000255568
HGNC:41920	BRWD1-IT1		ENSG00000237373
HGNC:51528	BRWD1P1		ENSG00000215909
HGNC:51529	BRWD1P2	100287505	ENSG00000258290
HGNC:51530	BRWD1P3		ENSG00000232841
