HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID
HGNC:10593	SCN5A	6331	ENSG00000183873
HGNC:10595	SCN6A		
HGNC:10594	SCN7A	6332	ENSG00000136546
HGNC:10596	SCN8A	6334	ENSG00000196876
HGNC:10597	SCN9A	6335	ENSG00000169432
HGNC:10582	SCN10A	6336	ENSG00000185313
HGNC:10583	SCN11A	11280	ENSG00000168356
HGNC:10584	SCN12A		
HGNC:23136	SCNM1	79005	ENSG00000163156
HGNC:10598	SCNN1		
HGNC:10599	SCNN1A		ENSG00000111319
HGNC:10600	SCNN1B		ENSG00000168447
HGNC:10601	SCNN1D	6339	ENSG00000162572
HGNC:10602	SCNN1G	6340	ENSG00000166828
HGNC:10603	SCO1	6341	ENSG00000133028
HGNC:10604	SCO2	9997	ENSG00000284194
HGNC:20335	SCOC	60592	ENSG00000153130
HGNC:50601	SCOC-AS1	100129858	ENSG00000196951
HGNC:20339	SCOCP1	317767	ENSG00000258896
HGNC:10605	SCOD1		
HGNC:10606	SCP2	6342	ENSG00000116171
HGNC:16211	SCP2D1	140856	ENSG00000132631
HGNC:16210	SCP2D1-AS1	100128496	ENSG00000149443
HGNC:29507	SCPEP1	59342	ENSG00000121064
HGNC:17036	SCRG1	11341	ENSG00000164106
HGNC:30377	SCRIB	23513	ENSG00000180900
HGNC:22192	SCRN1	9805	ENSG00000136193
HGNC:30381	SCRN2	90507	ENSG00000141295
HGNC:30382	SCRN3	79634	ENSG00000144306
HGNC:15950	SCRT1	83482	ENSG00000261678
HGNC:15952	SCRT2	85508	ENSG00000215397
HGNC:10607	SCT	6343	ENSG00000070031
HGNC:10608	SCTR	6344	ENSG00000080293
HGNC:40516	SCTR-AS1	107105282	ENSG00000231013
HGNC:13441	SCUBE1	80274	ENSG00000159307
HGNC:40635	SCUBE1-AS1	101927447	ENSG00000203527
HGNC:40633	SCUBE1-AS2	105373051	ENSG00000236272
HGNC:30425	SCUBE2	57758	ENSG00000175356
HGNC:13655	SCUBE3	222663	ENSG00000146197
HGNC:32322	SCX	642658	ENSG00000260428
HGNC:24312	SCXA		
HGNC:10636	SCYAR1		
HGNC:10644	SCYB9B		
HGNC:34218	SCYGR1		ENSG00000284629
HGNC:34220	SCYGR2		ENSG00000284643
HGNC:34222	SCYGR3		ENSG00000284704
HGNC:34223	SCYGR4		ENSG00000284631
HGNC:34224	SCYGR5		ENSG00000284667
HGNC:34225	SCYGR6		ENSG00000284725
HGNC:34226	SCYGR7		ENSG00000284718
HGNC:34227	SCYGR8		ENSG00000284635
HGNC:34219	SCYGR9		ENSG00000285843
HGNC:34221	SCYGR10		ENSG00000284622
HGNC:14372	SCYL1	57410	ENSG00000142186
HGNC:19286	SCYL2	55681	ENSG00000136021
HGNC:54685	SCYL2P1	100420110	ENSG00000213090
HGNC:19285	SCYL3	57147	ENSG00000000457
HGNC:10649	SCZD1		
HGNC:10650	SCZD2		
HGNC:10651	SCZD3		
HGNC:10652	SCZD4		
HGNC:10653	SCZD5		
HGNC:10654	SCZD6		
HGNC:10655	SCZD7		
HGNC:10656	SCZD8		
HGNC:17338	SCZD9		
HGNC:17339	SCZD10		
HGNC:10657	SD		
HGNC:25537	SDAD1	55153	ENSG00000198301
HGNC:41106	SDAD1-AS1	101928809	ENSG00000245928
HGNC:31403	SDAD1P1	157489	ENSG00000228451
HGNC:31404	SDAD1P2	400836	ENSG00000230750
HGNC:39260	SDAD1P3		ENSG00000227707
HGNC:39261	SDAD1P4	100419955	ENSG00000236803
HGNC:10658	SDC1	6382	ENSG00000115884
HGNC:10659	SDC2	6383	ENSG00000169439
HGNC:10660	SDC3	9672	ENSG00000162512
HGNC:10661	SDC4	6385	ENSG00000124145
HGNC:18903	SDC4P	376844	ENSG00000214161
HGNC:10662	SDCBP	6386	ENSG00000137575
HGNC:15756	SDCBP2	27111	ENSG00000125775
HGNC:44314	SDCBP2-AS1	100507495	ENSG00000234684
HGNC:44685	SDCBP2P1	106480801	ENSG00000223389
HGNC:44684	SDCBPP1	100128930	ENSG00000226705
HGNC:44686	SDCBPP2	100129960	ENSG00000247570
HGNC:44687	SDCBPP3	100131656	ENSG00000232801
HGNC:10671	SDCCAG8	10806	ENSG00000054282
HGNC:10670	SDCCAG43		
HGNC:26643	SDE2	163859	ENSG00000143751
HGNC:10673	SDF1A		
HGNC:10674	SDF1B		
HGNC:10675	SDF2	6388	ENSG00000132581
HGNC:10676	SDF2L1	23753	ENSG00000128228
HGNC:24188	SDF4	51150	ENSG00000078808
HGNC:10677	SDGF		
HGNC:10678	SDH1		
HGNC:10679	SDH2		
HGNC:10680	SDHA	6389	ENSG00000073578
HGNC:33867	SDHAF1	644096	ENSG00000205138
HGNC:26034	SDHAF2	54949	ENSG00000167985
HGNC:21752	SDHAF3	57001	ENSG00000196636
HGNC:20957	SDHAF4	135154	ENSG00000154079
HGNC:32455	SDHAP1	255812	ENSG00000185485
HGNC:27408	SDHAP2	727956	ENSG00000215837
HGNC:18781	SDHAP3	728609	ENSG00000185986
HGNC:10681	SDHB	6390	ENSG00000117118
HGNC:10682	SDHC	6391	ENSG00000143252
HGNC:31734	SDHCP1	100422600	ENSG00000264444
HGNC:45177	SDHCP2	100128302	ENSG00000214549
HGNC:45178	SDHCP3	100422591	ENSG00000234946
HGNC:45179	SDHCP4	100422598	ENSG00000255035
HGNC:10683	SDHD	6392	ENSG00000204370
HGNC:10684	SDHDP1	100289186	ENSG00000267162
HGNC:10685	SDHDP2	647081	ENSG00000227073
HGNC:10686	SDHDP3	29771	ENSG00000244381
HGNC:10687	SDHDP4	29770	ENSG00000236930
HGNC:10688	SDHDP5	29769	ENSG00000229744
HGNC:10689	SDHDP6	29768	ENSG00000224183
HGNC:31410	SDHDP7	388606	
HGNC:38749	SDIM1	100505705	
HGNC:19307	SDK1	221935	ENSG00000146555
HGNC:40883	SDK1-AS1	105375132	ENSG00000236708
HGNC:19308	SDK2	54549	ENSG00000069188
HGNC:29958	SDR9C7	121214	ENSG00000170426
HGNC:30311	SDR16C5	195814	ENSG00000170786
HGNC:35413	SDR16C6P	442388	ENSG00000253542
HGNC:20275	SDR39U1	56948	ENSG00000100445
HGNC:29834	SDR42E1	93517	ENSG00000184860
HGNC:50378	SDR42E1P1	100422340	ENSG00000273994
HGNC:51833	SDR42E1P2	100422346	ENSG00000277213
HGNC:51834	SDR42E1P3	100422347	ENSG00000234276
HGNC:51835	SDR42E1P4	100422348	ENSG00000273849
HGNC:51832	SDR42E1P5	100422339	ENSG00000236785
HGNC:35414	SDR42E2	100288072	ENSG00000183921
HGNC:10691	SDS	10993	ENSG00000135094
HGNC:30404	SDSL	113675	ENSG00000139410
HGNC:10692	SDU		
HGNC:10693	SDYS		
HGNC:10694	SE		
HGNC:10695	SEA		
HGNC:32942	SEBOX	645832	ENSG00000274529
HGNC:44149	SEC1P	653677	ENSG00000232871
HGNC:17718	SEC11A	23478	ENSG00000140612
HGNC:31884	SEC11B	157708	ENSG00000226098
HGNC:23400	SEC11C	90701	ENSG00000166562
HGNC:10697	SEC13	6396	ENSG00000157020
HGNC:44529	SEC13P1	100131671	ENSG00000223899
HGNC:10698	SEC14L1	6397	ENSG00000129657
HGNC:44189	SEC14L1P1	729799	ENSG00000213693
HGNC:10699	SEC14L2	23541	ENSG00000100003
HGNC:18655	SEC14L3	266629	ENSG00000100012
HGNC:20627	SEC14L4	284904	ENSG00000133488
HGNC:29032	SEC14L5	9717	ENSG00000103184
HGNC:40047	SEC14L6	730005	ENSG00000214491
HGNC:29006	SEC16A	9919	ENSG00000148396
HGNC:30301	SEC16B	89866	ENSG00000120341
HGNC:20260	SEC22A	26984	ENSG00000121542
HGNC:10700	SEC22B	9554	ENSG00000265808
HGNC:53890	SEC22B2P	100996716	ENSG00000274423
HGNC:53891	SEC22B3P	100996517	ENSG00000275140
HGNC:53892	SEC22B4P	102724364	ENSG00000277406
HGNC:16828	SEC22C	9117	ENSG00000093183
HGNC:10701	SEC23A	10484	ENSG00000100934
HGNC:53213	SEC23A-AS1	105370458	ENSG00000258651
HGNC:10702	SEC23B	10483	ENSG00000101310
HGNC:17018	SEC23IP	11196	ENSG00000107651
HGNC:10703	SEC24A	10802	ENSG00000113615
HGNC:53767	SEC24AP1	100421166	ENSG00000267361
HGNC:10704	SEC24B	10427	ENSG00000138802
HGNC:44003	SEC24B-AS1	100533182	ENSG00000247950
HGNC:10705	SEC24C	9632	ENSG00000176986
HGNC:10706	SEC24D	9871	ENSG00000150961
HGNC:17052	SEC31A	22872	ENSG00000138674
HGNC:23197	SEC31B	25956	ENSG00000075826
HGNC:18276	SEC61A1	29927	ENSG00000058262
HGNC:17702	SEC61A2	55176	ENSG00000065665
HGNC:16993	SEC61B	10952	ENSG00000106803
HGNC:18277	SEC61G	23480	ENSG00000132432
HGNC:40835	SEC61G-DT	100996654	ENSG00000234707
HGNC:54783	SEC61GP1	107985834	ENSG00000224219
HGNC:11846	SEC62	7095	ENSG00000008952
HGNC:40586	SEC62-AS1		ENSG00000240373
HGNC:21082	SEC63	11231	ENSG00000025796
HGNC:24747	SEC63D1		
HGNC:41953	SEC63P1	100420341	ENSG00000228057
HGNC:41954	SEC63P2	100420287	ENSG00000250416
HGNC:30972	SECISBP2	79048	ENSG00000187742
HGNC:28997	SECISBP2L	9728	ENSG00000138593
HGNC:10707	SECTM1	6398	ENSG00000141574
HGNC:10708	SEDC		
HGNC:10709	SEDL		
HGNC:30379	SEH1L	81929	ENSG00000085415
HGNC:10717	SEL1L	6400	ENSG00000071537
HGNC:15897	SEL1L2	80343	ENSG00000101251
HGNC:29108	SEL1L3	23231	ENSG00000091490
HGNC:10718	SELE	6401	ENSG00000007908
HGNC:10719	SELENBP1	8991	ENSG00000143416
HGNC:17705	SELENOF	9403	ENSG00000183291
HGNC:18251	SELENOH	280636	ENSG00000211450
HGNC:29361	SELENOI	85465	ENSG00000138018
HGNC:30394	SELENOK	58515	ENSG00000113811
HGNC:53724	SELENOKP1	100129085	ENSG00000267319
HGNC:53725	SELENOKP2	100127908	ENSG00000219532
HGNC:53726	SELENOKP3	100287632	ENSG00000225549
HGNC:30397	SELENOM	140606	ENSG00000198832
HGNC:15999	SELENON	57190	ENSG00000162430
HGNC:30395	SELENOO	83642	ENSG00000073169
HGNC:53787	SELENOOLP	105376462	ENSG00000227932
HGNC:10751	SELENOP	6414	ENSG00000250722
HGNC:30396	SELENOS	55829	ENSG00000131871
HGNC:18136	SELENOT	51714	ENSG00000198843
HGNC:53722	SELENOTP1	645969	ENSG00000233846
HGNC:53723	SELENOTP2		ENSG00000271585
HGNC:30399	SELENOV	348303	ENSG00000186838
HGNC:10752	SELENOW	6415	ENSG00000178980
HGNC:10753	SELENOWP1	23679	ENSG00000215900
HGNC:10720	SELL	6402	ENSG00000188404
HGNC:10721	SELP	6403	ENSG00000174175
HGNC:10722	SELPLG	6404	ENSG00000110876
HGNC:10845	SEM1	7979	ENSG00000127922
HGNC:24454	SEM1P1	153842	ENSG00000214857
HGNC:10723	SEMA3A	10371	ENSG00000075213
HGNC:10724	SEMA3B	7869	ENSG00000012171
HGNC:49096	SEMA3B-AS1	101928931	ENSG00000232352
HGNC:10725	SEMA3C	10512	ENSG00000075223
HGNC:10726	SEMA3D	223117	ENSG00000153993
HGNC:10727	SEMA3E	9723	ENSG00000170381
HGNC:10728	SEMA3F	6405	ENSG00000001617
HGNC:40518	SEMA3F-AS1	100129060	ENSG00000235016
HGNC:30400	SEMA3G	56920	ENSG00000010319
HGNC:10729	SEMA4A	64218	ENSG00000196189
HGNC:10730	SEMA4B	10509	ENSG00000185033
HGNC:10731	SEMA4C	54910	ENSG00000168758
HGNC:10732	SEMA4D	10507	ENSG00000187764
HGNC:10734	SEMA4F	10505	ENSG00000135622
HGNC:10735	SEMA4G	57715	ENSG00000095539
HGNC:10736	SEMA5A	9037	ENSG00000112902
HGNC:52973	SEMA5A-AS1	101929338	ENSG00000251370
HGNC:10737	SEMA5B	54437	ENSG00000082684
HGNC:10738	SEMA6A	57556	ENSG00000092421
HGNC:51110	SEMA6A-AS1	101927233	ENSG00000248445
HGNC:52754	SEMA6A-AS2	105379132	ENSG00000249167
HGNC:10739	SEMA6B	10501	ENSG00000167680
HGNC:10740	SEMA6C	10500	ENSG00000143434
HGNC:16770	SEMA6D	80031	ENSG00000137872
HGNC:10741	SEMA7A	8482	ENSG00000138623
HGNC:10742	SEMG1	6406	ENSG00000124233
HGNC:10743	SEMG2	6407	ENSG00000124157
HGNC:10744	SEN1		
HGNC:10745	SEN2		
HGNC:10746	SEN3		
HGNC:10747	SEN6		
HGNC:10748	SEN6A		
HGNC:10749	SEN6B		
HGNC:44177	SENCR	100507392	ENSG00000254703
HGNC:17927	SENP1	29843	ENSG00000079387
HGNC:23116	SENP2	59343	ENSG00000163904
HGNC:17862	SENP3	26168	ENSG00000161956
HGNC:49182	SENP3-EIF4A1	100533955	ENSG00000277957
HGNC:28407	SENP5	205564	ENSG00000119231
HGNC:20944	SENP6	26054	ENSG00000112701
HGNC:30402	SENP7	57337	ENSG00000138468
HGNC:22992	SENP8	123228	ENSG00000166192
HGNC:19685	SEPHS1	22929	ENSG00000086475
HGNC:42161	SEPHS1P1		ENSG00000182722
HGNC:42162	SEPHS1P2	100420292	ENSG00000258787
HGNC:42163	SEPHS1P3	100420189	
HGNC:42169	SEPHS1P4	389873	ENSG00000230146
HGNC:42168	SEPHS1P6	729399	ENSG00000213938
HGNC:42167	SEPHS1P7	391428	ENSG00000231926
HGNC:19686	SEPHS2	22928	ENSG00000179918
HGNC:42165	SEPHS2P1	100420190	ENSG00000250247
HGNC:30605	SEPSECS	51091	ENSG00000109618
HGNC:27737	SEPSECS-AS1	285540	ENSG00000281501
HGNC:2879	SEPTIN1	1731	ENSG00000180096
HGNC:7729	SEPTIN2	4735	ENSG00000168385
HGNC:40017	SEPTIN2P1		ENSG00000227850
HGNC:10750	SEPTIN3	55964	ENSG00000100167
HGNC:9165	SEPTIN4	5414	ENSG00000108387
HGNC:51345	SEPTIN4-AS1	101927688	ENSG00000264672
HGNC:9164	SEPTIN5	5413	ENSG00000184702
HGNC:15848	SEPTIN6	23157	ENSG00000125354
HGNC:1717	SEPTIN7	989	ENSG00000122545
HGNC:51153	SEPTIN7-DT	101928545	ENSG00000228878
HGNC:19926	SEPTIN7P1	317774	ENSG00000259090
HGNC:32339	SEPTIN7P2	641977	ENSG00000214765
HGNC:38038	SEPTIN7P3	646913	ENSG00000226102
HGNC:38039	SEPTIN7P4	100418715	ENSG00000240651
HGNC:38041	SEPTIN7P5	100418718	ENSG00000164740
HGNC:38042	SEPTIN7P6	100418720	ENSG00000241007
HGNC:38043	SEPTIN7P7	100130564	ENSG00000229897
HGNC:38044	SEPTIN7P8	100418735	ENSG00000229000
HGNC:30810	SEPTIN7P9	285961	ENSG00000120555
HGNC:55089	SEPTIN7P10	100418707	ENSG00000248885
HGNC:55090	SEPTIN7P11	441601	ENSG00000255042
HGNC:55091	SEPTIN7P12	100418753	ENSG00000275562
HGNC:55092	SEPTIN7P13	100287497	ENSG00000185495
HGNC:44219	SEPTIN7P14	645513	ENSG00000245958
HGNC:55096	SEPTIN7P15	100418714	ENSG00000275061
HGNC:16511	SEPTIN8	23176	ENSG00000164402
HGNC:7323	SEPTIN9	10801	ENSG00000184640
HGNC:52818	SEPTIN9-DT	105371907	ENSG00000263718
HGNC:14349	SEPTIN10	151011	ENSG00000186522
HGNC:40018	SEPTIN10P1	389662	ENSG00000253541
HGNC:25589	SEPTIN11	55752	ENSG00000138758
HGNC:26348	SEPTIN12	124404	ENSG00000140623
HGNC:33280	SEPTIN14	346288	ENSG00000154997
HGNC:51685	SEPTIN14P1		ENSG00000231523
HGNC:51686	SEPTIN14P2		ENSG00000244528
HGNC:51687	SEPTIN14P3		ENSG00000226008
HGNC:51688	SEPTIN14P4		ENSG00000251155
HGNC:51689	SEPTIN14P5	107105276	ENSG00000250765
HGNC:51690	SEPTIN14P6	107105278	
HGNC:51691	SEPTIN14P7	107105280	
HGNC:51692	SEPTIN14P8		ENSG00000255464
HGNC:51697	SEPTIN14P10		
HGNC:51698	SEPTIN14P11		
HGNC:51699	SEPTIN14P12		ENSG00000235748
HGNC:51700	SEPTIN14P13		ENSG00000224813
HGNC:51701	SEPTIN14P14		
HGNC:51702	SEPTIN14P15		
HGNC:51704	SEPTIN14P16		
HGNC:51703	SEPTIN14P17		ENSG00000274886
HGNC:51705	SEPTIN14P18		
HGNC:51707	SEPTIN14P19	107105271	ENSG00000281379
HGNC:51706	SEPTIN14P20		
HGNC:51712	SEPTIN14P21	107075107	ENSG00000231512
HGNC:51708	SEPTIN14P22		
HGNC:51709	SEPTIN14P23		
HGNC:51710	SEPTIN14P24		ENSG00000231299
HGNC:21061	SERAC1	84947	ENSG00000122335
HGNC:17860	SERBP1	26135	ENSG00000142864
HGNC:32247	SERBP1P1	389866	ENSG00000213740
HGNC:23967	SERBP1P2	359996	ENSG00000225878
HGNC:44630	SERBP1P3	553148	ENSG00000242142
HGNC:44631	SERBP1P4	100132591	ENSG00000230275
HGNC:44632	SERBP1P5	442112	ENSG00000249565
HGNC:44635	SERBP1P6	100420450	ENSG00000248873
HGNC:10754	SERF1		
HGNC:10755	SERF1A	8293	ENSG00000172058
HGNC:44061	SERF1AP1	100131921	ENSG00000250813
HGNC:10756	SERF1B	728492	ENSG00000205572
HGNC:10757	SERF2	10169	ENSG00000140264
HGNC:17499	SERGEF	26297	ENSG00000129158
HGNC:14408	SERHL	94009	ENSG00000172250
HGNC:29446	SERHL2	253190	ENSG00000183569
HGNC:13464	SERINC1	57515	ENSG00000111897
HGNC:23231	SERINC2	347735	ENSG00000168528
HGNC:11699	SERINC3	10955	ENSG00000132824
HGNC:32237	SERINC4	619189	ENSG00000184716
HGNC:18825	SERINC5	256987	ENSG00000164300
HGNC:10758	SERK1		
HGNC:10759	SERP1	27230	ENSG00000120742
HGNC:20607	SERP2	387923	ENSG00000151778
HGNC:8941	SERPINA1	5265	ENSG00000197249
HGNC:8985	SERPINA2	390502	ENSG00000258597
HGNC:16	SERPINA3	12	ENSG00000196136
HGNC:8948	SERPINA4	5267	ENSG00000100665
HGNC:8723	SERPINA5	5104	ENSG00000188488
HGNC:1540	SERPINA6	866	ENSG00000170099
HGNC:11583	SERPINA7	6906	ENSG00000123561
HGNC:44398	SERPINA7P1	100422644	ENSG00000227657
HGNC:13894	SERPINA8		
HGNC:15995	SERPINA9	327657	ENSG00000170054
HGNC:15996	SERPINA10	51156	ENSG00000140093
HGNC:19193	SERPINA11	256394	ENSG00000186910
HGNC:18359	SERPINA12	145264	ENSG00000165953
HGNC:30909	SERPINA13P	388007	ENSG00000187483
HGNC:44397	SERPINA15P	101930744	ENSG00000255033
HGNC:3311	SERPINB1	1992	ENSG00000021355
HGNC:8584	SERPINB2	5055	ENSG00000197632
HGNC:8585	SERPINB2L1		
HGNC:8586	SERPINB2L2		
HGNC:10569	SERPINB3	6317	ENSG00000057149
HGNC:10570	SERPINB4	6318	ENSG00000206073
HGNC:8949	SERPINB5	5268	ENSG00000206075
HGNC:8950	SERPINB6	5269	ENSG00000124570
HGNC:13902	SERPINB7	8710	ENSG00000166396
HGNC:8952	SERPINB8	5271	ENSG00000166401
HGNC:8953	SERPINB8P1	11029	ENSG00000217707
HGNC:8955	SERPINB9	5272	ENSG00000170542
HGNC:28590	SERPINB9P1	221756	ENSG00000230438
HGNC:8942	SERPINB10	5273	ENSG00000242550
HGNC:14221	SERPINB11	89778	ENSG00000206072
HGNC:14220	SERPINB12	89777	ENSG00000166634
HGNC:8944	SERPINB13	5275	ENSG00000197641
HGNC:775	SERPINC1	462	ENSG00000117601
HGNC:4838	SERPIND1	3053	ENSG00000099937
HGNC:8583	SERPINE1	5054	ENSG00000106366
HGNC:8951	SERPINE2	5270	ENSG00000135919
HGNC:24774	SERPINE3	647174	ENSG00000253309
HGNC:44400	SERPINE4P	101930745	ENSG00000258624
HGNC:8824	SERPINF1	5176	ENSG00000132386
HGNC:9075	SERPINF2	5345	ENSG00000167711
HGNC:1228	SERPING1	710	ENSG00000149131
HGNC:1546	SERPINH1	871	ENSG00000149257
HGNC:19917	SERPINH1P1	158172	ENSG00000229207
HGNC:1547	SERPINH2		
HGNC:8943	SERPINI1	5274	ENSG00000163536
HGNC:8945	SERPINI2	5276	ENSG00000114204
HGNC:17932	SERTAD1	29950	ENSG00000197019
HGNC:30784	SERTAD2	9792	ENSG00000179833
HGNC:17931	SERTAD3	29946	ENSG00000167565
HGNC:55281	SERTAD3-AS1	105372489	ENSG00000268366
HGNC:25236	SERTAD4	56256	ENSG00000082497
HGNC:32019	SERTAD4-AS1	574036	ENSG00000203706
HGNC:33792	SERTM1	400120	ENSG00000180440
HGNC:48576	SERTM2	401613	ENSG00000260802
HGNC:21595	SESN1	27244	ENSG00000080546
HGNC:20746	SESN2	83667	ENSG00000130766
HGNC:23060	SESN3	143686	ENSG00000149212
HGNC:18379	SESTD1	91404	ENSG00000187231
HGNC:10760	SET	6418	ENSG00000119335
HGNC:15573	SETBP1	26040	ENSG00000152217
HGNC:54819	SETBP1-DT	101927943	ENSG00000267414
HGNC:29010	SETD1A	9739	ENSG00000099381
HGNC:29187	SETD1B	23067	ENSG00000139718
HGNC:18420	SETD2	29072	ENSG00000181555
HGNC:20493	SETD3	84193	ENSG00000183576
HGNC:1258	SETD4	54093	ENSG00000185917
HGNC:40104	SETD4-AS1	105369295	ENSG00000236677
HGNC:25566	SETD5	55209	ENSG00000168137
HGNC:26116	SETD6	79918	ENSG00000103037
HGNC:51596	SETD6P1	106481727	ENSG00000236877
HGNC:30412	SETD7	80854	ENSG00000145391
HGNC:28508	SETD9	133383	ENSG00000155542
HGNC:10761	SETDB1	9869	ENSG00000143379
HGNC:20263	SETDB2	83852	ENSG00000136169
HGNC:10762	SETMAR	6419	ENSG00000170364
HGNC:19279	SETP1	100133314	ENSG00000258863
HGNC:20032	SETP2	326277	ENSG00000258893
HGNC:31115	SETP3	619349	ENSG00000266648
HGNC:42923	SETP4	642869	ENSG00000237211
HGNC:42924	SETP5	100130014	ENSG00000233998
HGNC:42925	SETP6	100419178	ENSG00000241319
HGNC:42926	SETP7		ENSG00000257444
HGNC:42927	SETP8	100128536	ENSG00000213526
HGNC:42928	SETP9	100129738	ENSG00000235101
HGNC:42929	SETP10	100287822	ENSG00000231905
HGNC:42930	SETP11	100419187	ENSG00000239570
HGNC:42931	SETP12	100419158	ENSG00000251609
HGNC:42932	SETP13		
HGNC:42933	SETP14	389168	ENSG00000240489
HGNC:42934	SETP15		ENSG00000226536
HGNC:42935	SETP16	649925	ENSG00000254621
HGNC:42936	SETP17	100130043	ENSG00000255222
HGNC:42938	SETP19		
HGNC:42939	SETP20	389217	ENSG00000225094
HGNC:42940	SETP21	100856878	ENSG00000214244
HGNC:42941	SETP22	642737	ENSG00000213701
HGNC:42937	SETSIP	646817	ENSG00000230667
HGNC:445	SETX	23064	ENSG00000107290
HGNC:15955	SEZ6	124925	ENSG00000063015
HGNC:10763	SEZ6L	23544	ENSG00000100095
HGNC:40521	SEZ6L-AS1	105372974	ENSG00000224192
HGNC:30844	SEZ6L2	26470	ENSG00000174938
HGNC:10764	SF		
HGNC:12950	SF1	7536	ENSG00000168066
HGNC:55278	SF1-DT		ENSG00000269038
HGNC:10765	SF3A1	10291	ENSG00000099995
HGNC:10766	SF3A2	8175	ENSG00000104897
HGNC:10767	SF3A3	10946	ENSG00000183431
HGNC:16576	SF3A3P1	170548	ENSG00000230568
HGNC:23277	SF3A3P2	449645	ENSG00000254449
HGNC:10768	SF3B1	23451	ENSG00000115524
HGNC:10769	SF3B2	10992	ENSG00000087365
HGNC:10770	SF3B3	23450	ENSG00000189091
HGNC:10771	SF3B4	10262	ENSG00000143368
HGNC:19821	SF3B4P1	326276	ENSG00000258988
HGNC:21083	SF3B5	83443	ENSG00000169976
HGNC:30096	SF3B6	51639	ENSG00000115128
HGNC:10772	SFD		
HGNC:29064	SFI1	9814	ENSG00000198089
HGNC:20255	SFMBT1	51460	ENSG00000163935
HGNC:20256	SFMBT2	57713	ENSG00000198879
HGNC:10773	SFN	2810	ENSG00000175793
HGNC:10774	SFPQ	6421	ENSG00000116560
HGNC:10775	SFPQP1	23758	ENSG00000224035
HGNC:29574	SFR1	119392	ENSG00000156384
HGNC:51531	SFR1P1	100130090	ENSG00000227541
HGNC:51532	SFR1P2	730792	ENSG00000223707
HGNC:10776	SFRP1	6422	ENSG00000104332
HGNC:10777	SFRP2	6423	ENSG00000145423
HGNC:10778	SFRP4	6424	ENSG00000106483
HGNC:10779	SFRP5	6425	ENSG00000120057
HGNC:10790	SFSWAP	6433	ENSG00000061936
HGNC:10793	SFT		
HGNC:21102	SFT2D1	113402	ENSG00000198818
HGNC:25140	SFT2D2	375035	ENSG00000213064
HGNC:28767	SFT2D3	84826	ENSG00000173349
HGNC:18383	SFTA1P	207107	ENSG00000225383
HGNC:18386	SFTA2	389376	ENSG00000196260
HGNC:18387	SFTA3	253970	ENSG00000229415
HGNC:10794	SFTP1		
HGNC:10795	SFTP2		
HGNC:10796	SFTP3		
HGNC:10797	SFTP4		
HGNC:10798	SFTPA1	653509	ENSG00000122852
HGNC:10799	SFTPA2	729238	ENSG00000185303
HGNC:10800	SFTPA3P	100288405	ENSG00000225827
HGNC:10801	SFTPB	6439	ENSG00000168878
HGNC:10802	SFTPC	6440	ENSG00000168484
HGNC:10803	SFTPD	6441	ENSG00000133661
HGNC:51589	SFTPD-AS1		ENSG00000273372
HGNC:18388	SFTPI		
HGNC:18389	SFTPJ		
HGNC:10804	SFTPP1		
HGNC:16085	SFXN1	94081	ENSG00000164466
HGNC:16086	SFXN2	118980	ENSG00000156398
HGNC:16087	SFXN3	81855	ENSG00000107819
HGNC:16088	SFXN4	119559	ENSG00000183605
HGNC:54574	SFXN4P1	100418906	ENSG00000270390
HGNC:16073	SFXN5	94097	ENSG00000144040
HGNC:10805	SGCA	6442	ENSG00000108823
HGNC:10806	SGCB	6443	ENSG00000163069
HGNC:10807	SGCD	6444	ENSG00000170624
HGNC:10808	SGCE	8910	ENSG00000127990
HGNC:54675	SGCEP1	474174	ENSG00000235352
HGNC:10809	SGCG	6445	ENSG00000102683
HGNC:14075	SGCZ	137868	ENSG00000185053
HGNC:25156	SGF29	112869	ENSG00000176476
HGNC:25412	SGIP1	84251	ENSG00000118473
HGNC:10810	SGK1	6446	ENSG00000118515
HGNC:13900	SGK2	10110	ENSG00000101049
HGNC:10811	SGK2		
HGNC:10812	SGK3	23678	ENSG00000104205
HGNC:10813	SGLT1		
HGNC:10814	SGLT2		
HGNC:10815	SGM1		
HGNC:29799	SGMS1	259230	ENSG00000198964
HGNC:49683	SGMS1-AS1	104355295	ENSG00000226200
HGNC:28395	SGMS2	166929	ENSG00000164023
HGNC:25088	SGO1	151648	ENSG00000129810
HGNC:41081	SGO1-AS1		ENSG00000231304
HGNC:50776	SGO1P1	100533666	ENSG00000270615
HGNC:50777	SGO1P2	100533661	ENSG00000234304
HGNC:30812	SGO2	151246	ENSG00000163535
HGNC:10817	SGPL1	8879	ENSG00000166224
HGNC:17720	SGPP1	81537	ENSG00000126821
HGNC:19953	SGPP2	130367	ENSG00000163082
HGNC:10818	SGSH	6448	ENSG00000181523
HGNC:29410	SGSM1	129049	ENSG00000167037
HGNC:29026	SGSM2	9905	ENSG00000141258
HGNC:25228	SGSM3	27352	ENSG00000100359
HGNC:41088	SGSM3-AS1	107985538	ENSG00000229999
HGNC:10819	SGTA	6449	ENSG00000104969
HGNC:23567	SGTB	54557	ENSG00000197860
HGNC:30417	SH2B1	25970	ENSG00000178188
HGNC:17381	SH2B2	10603	ENSG00000160999
